	1	2	3	4	5	6	7	8	9
FBXO42	768	693	831	808	888	914	928	729	1021
SZRD1	5278	5011	5544	5143	6560	6229	5365	4936	5978
RPL22P3	0	0	0	0	0	0	0	0	0
SPATA21	0	0	0	0	2	0	0	0	0
NECAP2	1852	1722	2243	1728	1866	1901	1947	1676	2049
LINC01772	15	12	17	6	3	9	8	9	15
CROCCP3	36	29	33	47	48	45	41	45	34
RNU1-1	0	0	0	0	0	0	0	0	0
AL137802.2	0	0	1	0	1	0	0	0	0
AL137802.3	0	0	0	0	1	0	0	0	0
AL137802.1	0	0	0	0	0	0	0	0	0
LINC01783	0	0	0	0	0	0	2	0	0
RNU1-6P	0	0	0	0	0	0	0	0	0
AL355149.1	0	0	0	0	0	0	0	0	0
NBPF1	376	338	431	478	463	638	333	342	571
AL137798.1	0	1	0	0	0	1	0	0	0
CROCCP2	162	160	197	187	220	281	215	242	235
AL137798.3	0	0	0	0	0	0	0	0	0
MST1P2	4	3	2	11	9	11	12	9	4
AL137798.2	0	0	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0
AL021920.2	0	0	0	0	2	0	0	0	0
EIF1AXP1	0	4	0	1	1	1	1	1	0
ESPNP	2	0	0	2	3	0	0	2	1
AL021920.1	0	0	0	0	0	0	0	0	0
AL021920.3	0	0	0	0	0	0	0	0	0
CROCC	282	255	321	268	328	322	350	347	323
CROCCP4	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0
MST1L	2	2	8	2	1	0	6	1	1
BX284668.1	0	0	0	0	0	0	0	0	0
BX284668.3	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0
BX284668.2	5	2	0	0	0	0	0	0	0
RNU1-5P	0	0	0	0	0	0	0	0	0
BX284668.5	1	2	5	0	0	1	4	1	5
BX284668.4	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	0
BX284668.6	0	1	0	0	2	0	0	1	2
MFAP2	32	23	85	73	54	94	63	50	68
AL049569.1	0	0	1	5	1	0	1	0	0
ATP13A2	2081	1625	1835	1089	1406	1219	1308	1178	1211
SDHB	1366	1167	1470	1156	1279	1235	1236	1196	1323
PADI2	1030	1026	880	488	654	292	662	586	284
AL590644.1	0	0	2	0	0	2	0	0	1
AL590644.3	0	0	0	0	0	0	0	0	0
PADI1	0	3	5	0	0	0	1	0	0
PADI3	29	20	31	8	4	4	7	4	2
MIR3972	0	0	0	0	0	0	0	0	0
PADI4	0	0	3	0	0	0	0	0	1
PADI6	0	0	0	0	0	0	0	0	0
AC004824.1	0	0	0	0	0	0	0	0	0
RCC2	2058	2174	3406	2980	3518	4412	2365	2537	4199
ARHGEF10L	970	853	1001	936	1010	1097	1397	1093	1226
AL136529.1	0	0	0	0	0	0	0	0	0
ACTL8	0	1	1	0	0	0	1	0	0
AL357509.1	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0	11	11	6
AL365209.1	0	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0
AL591896.1	0	0	0	0	0	0	0	0	0
KLHDC7A	66	62	113	6	2	9	5	3	2
DYNLL1P3	0	0	0	0	0	0	0	0	0
AL031737.1	0	0	0	0	0	0	0	0	0
PAX7	0	0	0	1	1	0	0	0	1
TAS1R2	0	0	0	0	0	0	0	0	0
AL080251.1	0	0	0	0	0	0	0	0	0
ALDH4A1	1034	919	842	406	508	486	1247	961	819
MIR4695	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0
IFFO2	858	855	917	564	667	657	1075	962	898
AL137127.1	6	6	6	7	5	6	5	4	7
UBR4	7272	4873	5338	5142	6460	5399	7502	6221	7363
EMC1-AS1	28	20	25	31	25	28	32	17	36
EMC1	4789	4156	4824	4752	5152	5007	4774	4050	4867
MRTO4	1147	1138	1502	1206	1303	1566	1069	1122	1580
AKR7L	2	3	11	3	6	1	4	7	2
AKR7A3	10	10	9	6	3	5	7	5	11
AL035413.1	0	0	0	0	0	0	0	0	0
AKR7A2	1659	1403	1583	1555	1685	1655	1739	1412	1519
RNU6-1099P	0	0	0	1	1	2	0	0	1
PQLC2	542	468	565	508	588	545	629	617	627
CAPZB	6291	5530	6475	5113	5759	5102	6030	5602	6412
RN7SL277P	0	0	0	0	0	0	0	0	0
MINOS1	214	191	238	218	265	259	175	143	186
RNU4-28P	0	0	0	0	0	0	0	0	0
AL031727.2	0	0	0	0	0	0	0	0	0
NBL1	957	994	1864	715	932	906	1250	1089	1965
MINOS1-NBL1	0	0	0	0	0	0	0	0	0
AL031727.1	0	3	3	4	8	2	2	1	4
HTR6	0	0	1	0	0	0	0	0	3
TMCO4	253	186	266	307	284	249	140	116	160
RNF186	0	0	0	0	0	0	0	0	0
AL391883.1	0	0	0	0	0	0	0	0	0
OTUD3	198	172	193	196	228	220	231	228	288
PLA2G2E	0	0	0	0	0	0	0	0	0
RN7SL304P	0	0	0	0	0	0	0	0	0
PLA2G2A	5	5	3	5	7	3	9	9	6
PLA2G5	13	4	8	4	2	1	8	3	3
PLA2G2D	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	1
Z98257.1	0	0	0	0	0	0	0	0	0
PLA2G2C	0	0	0	0	0	0	0	0	0
UBXN10-AS1	0	0	0	0	2	0	5	0	0
UBXN10	0	0	0	23	24	22	5	6	7
LINC01757	0	0	0	0	0	0	0	0	0
Z98257.2	0	0	0	0	0	0	0	0	0
VWA5B1	16	10	5	16	20	14	15	11	21
AL020998.1	0	0	0	0	0	0	0	0	0
LINC01141	2	0	0	0	1	2	16	16	7
AL139254.1	0	0	0	0	0	0	0	0	0
AL139254.2	0	0	0	0	0	0	0	0	0
AL139254.3	0	0	0	0	0	0	0	0	0
CAMK2N1	685	663	729	451	430	475	1070	1038	1141
MUL1	1125	1030	1146	1076	1218	1148	1165	1040	1092
RPS4XP4	1	0	0	0	0	0	0	0	0
FAM43B	95	67	49	60	107	71	150	133	102
CDA	0	0	2	0	1	0	0	0	0
PINK1	2358	2026	1810	1915	2331	1680	2920	2285	1983
MIR6084	0	0	0	0	0	0	0	0	0
PINK1-AS	540	441	417	471	505	422	565	500	485
DDOST	8738	7817	9838	7520	8308	8452	6175	5441	7476
KIF17	65	71	48	59	49	38	67	42	32
AL663074.2	0	0	0	0	0	0	0	0	0
SH2D5	71	80	36	39	28	34	76	55	41
AL663074.1	0	0	0	0	0	0	0	0	0
HP1BP3	4786	4266	5044	5269	5715	6415	4930	5170	7038
EIF4G3	4680	3806	3857	4482	5046	4954	4353	4152	4631
RNU7-200P	0	0	0	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0	0
RPS15AP6	1	0	0	0	0	0	1	0	0
AL627311.1	0	0	0	0	0	0	0	0	0
HSPE1P27	0	0	0	0	0	0	0	0	0
ECE1	3689	3625	7605	3538	4210	6725	1899	1825	4372
AL031005.1	0	0	0	0	0	0	0	0	0
AL031728.1	0	1	2	2	0	1	1	0	2
PPP1R11P1	0	0	0	0	0	0	0	0	0
AL592309.1	0	0	0	0	0	0	0	0	0
AL592309.2	0	0	0	0	0	0	0	0	0
NBPF2P	7	9	7	6	13	19	2	0	4
HS6ST1P1	2	0	0	0	0	0	0	0	1
CROCCP5	0	0	0	0	0	0	0	1	0
NBPF3	232	221	306	95	110	161	144	203	220
PFN1P10	0	0	0	0	0	0	0	0	0
ALPL	258	218	206	300	388	262	247	213	265
LINC02596	0	0	0	0	0	0	0	0	0
RAP1GAP	204	129	188	144	138	136	578	652	859
USP48	1328	1181	1309	1339	1412	1477	1216	1229	1446
AL590103.1	0	0	0	0	0	0	0	0	0
LDLRAD2	13	4	5	2	6	2	5	5	3
HSPG2	14844	12734	13669	7889	9551	5445	10067	8296	5917
AL590556.1	0	0	0	0	0	0	0	0	0
AL590556.2	0	0	0	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0	0	0	0
AL590556.3	0	0	0	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0
RN7SL186P	0	0	0	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0	0	0	0
LINC01635	0	4	4	0	0	4	5	4	0
LINC00339	55	56	59	68	46	51	53	62	72
AL031281.2	4	2	1	2	7	2	0	3	2
AL031281.3	2	1	0	0	1	0	0	0	0
AL031281.4	0	0	0	0	0	0	0	0	0
CDC42	12	22	25	21	30	22	27	33	23
CDC42-IT1	1	0	0	1	0	0	0	1	0
AL031281.1	0	0	0	0	0	0	0	0	0
WNT4	21	21	10	46	87	25	54	42	22
AL445253.1	0	0	4	0	1	0	0	1	3
MIR4418	0	0	0	0	0	0	0	0	0
PPIAP34	0	0	0	1	0	0	0	0	0
AL591122.1	0	0	0	0	0	0	1	0	0
ZBTB40	748	565	660	620	812	800	800	704	893
ZBTB40-IT1	1	0	0	1	2	0	0	3	2
EPHA8	0	0	0	0	0	0	0	0	1
MIR6127	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0
EPHB2	2332	2285	3116	1632	2025	1888	1942	1963	2246
MIR4684	0	0	0	0	0	0	0	0	0
AL512444.1	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0	0	1	0
TEX46	2	0	2	0	0	3	5	2	0
KDM1A	3838	3490	4000	3815	4688	4383	3370	3421	4215
AL031428.1	0	0	0	0	1	0	0	0	0
MIR3115	0	0	0	0	0	0	0	0	0
MIR4419A	0	0	0	0	0	0	0	0	0
LUZP1	2410	2076	1998	1707	1922	1642	1886	1594	1498
AL161672.1	0	0	0	0	0	0	0	0	0
RNU6-514P	0	0	0	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0	0	0	0
HTR1D	222	158	228	148	173	170	36	40	80
AL109936.1	0	0	0	0	0	0	0	0	0
LINC01355	8	4	11	11	4	10	13	11	9
AL109936.6	0	0	0	0	0	0	0	0	0
HNRNPR	3891	3786	4432	4733	5454	6327	4398	4610	7146
ZNF436	5862	5258	7897	4326	4534	4639	4627	4204	6529
ZNF436-AS1	69	64	47	53	57	32	56	51	18
AL109936.2	0	0	0	0	0	0	0	0	0
TCEA3	21	20	28	13	23	33	19	28	20
AL357134.1	0	0	0	0	0	0	0	0	0
ASAP3	1635	1434	1588	1714	2006	1745	1534	1454	1541
E2F2	56	142	365	263	292	543	184	362	919
AL021154.1	2	3	1	0	3	0	2	1	0
ID3	9058	8155	6576	7079	9342	6501	12633	11153	10006
AL450043.1	2	0	1	2	0	1	0	4	1
MDS2	0	0	0	0	0	0	0	1	0
AL451000.1	0	0	0	0	0	0	0	0	0
RPL11	17515	15628	19614	17132	18935	18554	14627	13878	15648
ELOA	1770	1471	1792	1655	1964	1851	1548	1594	2098
ELOA-AS1	54	37	49	56	68	61	28	24	39
PITHD1	1096	1104	1402	1247	1425	1450	1021	1051	1539
LYPLA2	995	926	953	770	985	760	1027	852	901
GALE	407	435	547	424	533	498	497	477	609
HMGCL	919	758	1000	897	860	826	946	778	1021
FUCA1	751	616	611	589	564	435	523	408	392
CNR2	3	0	2	0	0	1	2	0	1
BTBD6P1	0	0	0	0	0	0	0	0	0
AL590609.3	0	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0
AL590609.2	1	0	0	0	0	0	0	0	0
PNRC2	674	693	943	710	799	977	721	752	1186
SRSF10	1199	1211	1451	1488	1658	1799	1204	1335	1956
AL590609.1	0	0	0	0	0	0	0	0	0
AL591178.1	0	0	0	1	0	0	0	0	0
MYOM3	6	4	4	4	2	4	0	0	1
AL591178.2	0	0	0	0	0	0	0	0	0
IL22RA1	0	0	5	0	0	1	1	0	1
IFNLR1	16	9	14	2	9	3	1	0	5
AL590683.1	0	0	0	0	0	0	0	0	0
AL138902.1	0	1	0	0	0	0	0	0	1
GRHL3	135	98	257	274	395	684	132	133	452
STPG1	312	248	350	267	314	298	231	208	291
NIPAL3	4470	3393	3125	3217	3412	2359	2850	2180	1990
RCAN3	880	752	622	606	795	633	490	454	418
AL445686.2	0	1	2	0	0	0	2	0	1
NCMAP	422	352	125	60	47	16	253	234	198
AL445686.1	0	0	0	0	0	0	0	0	0
SRRM1	2151	2141	2397	1992	2804	2478	2173	2294	2295
AL445648.1	0	0	0	0	0	0	0	0	0
CLIC4	4238	4819	7464	5488	4831	8044	5986	6012	9616
RNU6-1208P	0	0	0	0	0	0	0	0	0
RUNX3	0	0	3	1	1	3	5	1	10
MIR6731	0	0	0	0	0	0	0	0	0
AL445471.1	0	0	0	0	0	0	0	0	0
AL445471.2	6	6	8	14	7	6	1	4	0
MIR4425	0	0	0	0	0	0	0	0	0
AL050344.2	0	0	0	0	0	0	0	0	0
AL050344.1	0	0	0	0	0	0	0	0	0
AL121994.1	0	0	0	0	0	0	0	0	0
AL031432.1	0	0	0	0	0	0	0	0	0
SYF2	673	580	717	725	693	678	635	533	649
AL031432.4	2	3	7	3	7	5	7	6	4
AL031432.5	2	1	1	2	0	0	2	3	1
RSRP1	129	118	148	261	215	194	196	169	152
AL031432.3	2	1	0	1	0	1	4	5	2
AL031432.2	2	1	0	1	1	1	0	1	0
RHD	0	0	0	0	0	0	0	0	0
SDHDP6	0	0	0	2	0	0	1	1	1
AL928711.1	0	0	0	0	0	0	0	0	0
TMEM50A	2852	2761	3409	2658	2851	3021	2831	2642	3328
RHCE	12	7	7	13	9	9	3	9	12
AL031284.1	0	0	0	0	0	0	0	0	0
MACO1	787	628	749	644	745	664	591	601	708
LDLRAP1	303	293	360	440	638	558	286	282	376
AL606491.1	1	1	1	1	3	6	3	0	1
MAN1C1	7165	5377	4774	4783	5200	4267	10026	8155	8727
AL031280.1	0	0	0	0	0	0	0	0	0
SELENON	15616	13749	14638	15074	18360	15803	23318	19552	19709
AL020996.2	0	0	0	0	0	0	0	0	0
AL020996.1	16	10	6	13	11	5	8	2	7
MTFR1L	1563	1467	1422	1263	1495	1217	1690	1448	1268
AL020996.3	0	0	0	0	0	0	0	0	0
AUNIP	41	77	231	80	127	228	59	90	292
AL033528.2	0	0	1	0	1	0	2	0	2
PAQR7	375	301	270	338	397	320	385	332	290
STMN1	2476	3300	6632	5228	6142	8665	4515	5951	10761
SNRPFP2	0	0	0	0	0	0	0	0	0
AL033528.1	0	0	0	0	0	0	0	0	0
MIR3917	0	0	0	0	0	0	0	0	0
PAFAH2	498	444	441	396	447	384	484	430	432
RNU6-110P	0	0	0	0	0	0	0	0	0
RF00492	0	0	0	0	0	0	0	0	0
RF00283	0	0	0	0	0	0	0	0	0
EXTL1	218	146	85	93	116	44	337	242	106
SLC30A2	0	0	6	0	0	0	0	0	0
AL391650.2	0	0	0	0	0	0	0	0	0
TRIM63	4	6	7	3	3	0	4	0	3
PDIK1L	174	168	240	184	192	289	192	185	312
FAM110D	30	20	16	13	28	10	10	5	6
C1orf232	15	14	7	16	11	13	0	5	2
AL391650.1	4	2	2	2	2	0	1	0	0
ZNF593	286	278	365	259	319	291	295	283	293
CNKSR1	3	9	15	15	11	17	4	4	4
CATSPER4	0	0	0	0	0	0	0	0	0
AL355877.1	2	2	2	14	7	5	7	7	7
AL355877.3	0	0	0	0	0	0	0	0	0
CEP85	565	645	841	718	882	945	435	541	754
AL355877.2	0	0	0	0	0	0	0	0	0
SH3BGRL3	7485	6772	6021	8972	11157	7050	5983	4965	4292
UBXN11	249	214	237	331	364	357	239	215	260
CD52	1	2	0	7	3	5	0	1	0
CRYBG2	44	24	37	92	137	86	82	63	56
AL451139.1	0	0	0	0	0	0	0	0	0
ZNF683	2	0	1	2	1	0	0	2	0
LIN28A	121	111	77	300	298	210	24	28	29
DHDDS	1553	1371	1487	1219	1389	1239	1228	1079	1307
AL513365.1	0	0	0	0	0	0	1	0	0
AL513365.2	0	0	0	0	0	1	0	0	1
HMGN2	1789	2062	2929	3094	3417	4252	1749	2372	3854
DPPA2P2	0	0	0	0	0	0	0	0	0
RPS6KA1	361	316	579	354	471	538	186	155	464
MIR1976	0	0	0	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	1	0	0	0
RNU7-29P	0	0	0	0	0	0	0	0	0
AL627313.1	0	0	0	0	0	0	0	0	0
RF01210	0	0	0	0	0	0	0	0	0
AL627082.1	0	0	0	0	0	0	0	0	0
AL512408.1	18	10	10	20	22	19	18	24	15
ARID1A	3332	2683	3400	2838	3325	3432	3506	3219	4410
PIGV	411	303	337	335	380	310	335	289	242
RN7SL165P	0	0	0	0	0	0	0	0	0
ZDHHC18	703	754	1006	623	825	949	768	797	1172
SFN	139	114	155	27	46	29	9	15	17
GPN2	728	613	665	625	638	601	717	609	717
AL034380.1	0	0	0	0	0	0	0	0	0
GPATCH3	293	286	339	272	308	299	362	322	305
NUDC	2454	2432	2879	2068	2887	3021	2188	2368	3105
NR0B2	0	0	0	0	0	2	0	0	0
KDF1	0	1	2	0	1	3	0	0	0
RPL12P13	0	0	3	2	0	0	0	2	1
AL356390.1	0	0	0	0	0	0	0	0	0
OSTCP2	0	0	0	0	0	0	0	0	0
TRNP1	987	716	597	496	538	375	989	923	572
TENT5B	894	759	743	351	513	418	1600	1404	1148
SLC9A1	821	679	902	872	1081	958	834	793	858
AL590640.2	0	0	0	0	0	0	0	0	0
CHCHD3P3	0	0	0	2	2	0	0	0	0
NPM1P39	3	0	4	3	4	4	1	9	10
SNRPEP7	0	0	0	0	0	0	0	0	0
AL590640.1	0	0	0	0	0	0	0	0	0
WDTC1	1858	1628	1840	1825	2095	1770	1721	1459	1701
FO393419.3	1	0	0	0	0	0	0	1	1
TMEM222	1291	1098	1329	1187	1338	1322	1309	1028	1443
RNU6-48P	0	0	0	1	1	0	0	1	1
ACTG1P20	5	3	5	4	4	3	2	7	12
SYTL1	8	11	17	21	16	23	23	7	10
MAP3K6	408	394	402	331	464	432	733	623	493
FCN3	0	0	0	0	0	1	1	3	2
CD164L2	0	0	1	0	0	0	0	0	0
FO393419.1	0	0	0	0	0	0	0	0	0
GPR3	57	62	73	46	64	60	63	66	80
WASF2	3540	3031	4053	3869	4046	4451	3392	3163	4342
FO393419.2	0	0	0	0	0	0	0	0	0
BX293535.1	0	0	0	0	0	0	0	0	0
AHDC1	1344	1076	1191	823	981	763	1403	1283	1031
FGR	0	2	1	1	0	0	0	1	1
AL031729.1	1	3	2	2	3	6	1	3	2
LINC02574	7	10	15	3	0	4	0	0	1
IFI6	9234	8836	20198	1624	1867	4005	1502	1319	2644
AL445490.1	0	0	0	0	0	0	0	0	0
RNU6-949P	0	0	0	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0	0	0	0
FAM76A	197	177	255	224	228	268	251	218	260
AL020997.1	0	5	1	3	2	0	0	1	1
RPEP3	0	0	0	0	0	0	0	1	0
STX12	2607	2450	2055	1916	1954	1678	2496	2276	1977
AL020997.2	0	1	1	0	0	0	0	1	0
AL020997.3	0	0	0	0	0	0	0	0	0
RNU6-1245P	0	0	0	0	0	0	0	0	0
PPP1R8	1719	1722	1997	1929	2176	2019	1796	1596	1933
SCARNA1	0	0	1	0	0	0	0	0	0
THEMIS2	46	41	77	41	54	59	29	28	28
RPA2	1140	1266	1682	1343	1593	1752	1070	1288	1874
SMPDL3B	16	14	24	12	16	18	6	8	11
AL512288.1	0	0	0	0	0	0	0	1	0
XKR8	142	119	122	329	403	301	401	344	257
EYA3	555	451	575	492	555	522	458	452	578
AL512288.2	0	0	0	0	0	0	0	0	0
RN7SL559P	0	0	0	1	0	0	0	1	0
SPCS2P4	2	3	1	0	1	2	0	0	1
AL137792.2	0	0	0	0	0	0	0	0	0
AL137792.1	0	0	0	0	0	0	0	0	0
RNU6-176P	0	0	0	0	0	0	0	0	0
PTAFR	2	1	8	2	5	4	3	3	5
DNAJC8	3474	3299	4460	3366	3634	4209	3530	3474	4978
ATP5IF1	1698	1681	2208	1469	1759	1918	1483	1491	2167
AL353622.1	6	10	5	12	12	2	3	5	3
AL353622.2	0	0	0	0	0	0	0	0	0
SESN2	1172	958	1885	1220	733	1655	1101	818	2459
MED18	317	286	367	350	297	326	341	336	380
PHACTR4	1122	1092	1445	1320	1476	1740	1228	1225	1781
CR391992.1	0	0	0	0	0	0	0	2	0
RNU6ATAC27P	0	0	0	0	0	0	0	0	0
RCC1	615	776	1309	913	1168	1597	597	880	1771
SNHG3	196	182	233	250	322	340	310	356	479
SNORA73A	0	0	0	0	0	0	0	0	0
SNORA73B	2	5	9	10	10	18	4	5	15
PRDX3P2	0	0	0	0	0	0	0	0	0
AL513497.1	5	6	12	6	11	12	9	10	30
TRNAU1AP	322	302	430	369	369	460	334	315	554
SNHG12	44	45	137	61	51	91	45	66	118
SNORD99	2	3	6	2	1	4	1	3	6
SNORA61	0	0	0	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0	0	0	0
TAF12	388	323	437	363	394	412	363	365	434
RAB42	72	73	226	75	86	107	33	30	76
LINC01715	7	10	2	9	9	7	6	3	5
AL360012.1	0	0	0	0	0	0	0	0	0
RNU11	0	0	0	0	0	0	0	0	0
GMEB1	356	311	312	298	408	334	319	339	337
RF00422	0	0	0	1	0	0	1	0	0
YTHDF2	2131	1797	2243	2023	2277	2348	1883	1819	2576
OPRD1	2	0	0	0	1	2	1	3	8
AL009181.1	0	0	0	0	0	2	0	0	0
EPB41	291	212	443	356	361	497	153	99	291
AL138785.1	1	1	1	1	0	4	1	1	1
RF00017	6	4	11	3	17	6	10	10	12
TMEM200B	5	10	24	62	87	100	49	52	87
AL357500.1	0	0	0	0	0	0	0	0	0
SRSF4	1308	1275	1478	1437	1711	1639	1566	1642	1842
RF02271	3	1	4	3	4	2	4	1	1
MECR	482	418	601	480	499	505	375	331	418
AL590729.1	0	0	0	0	0	0	0	0	0
PTPRU	953	717	527	466	531	357	464	379	242
LINC01756	0	0	0	0	0	0	0	0	0
AL671862.1	0	0	0	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0	0	0	0
AL645944.2	0	0	0	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0	0	0	0
AL137076.1	0	0	0	0	0	0	0	0	0
AL021921.1	0	0	0	0	0	0	0	0	0
AL161638.2	0	0	0	0	0	0	0	0	0
AL161638.1	0	0	0	0	0	0	0	0	0
MATN1	3	4	1	0	0	3	0	1	0
MATN1-AS1	5	5	5	3	4	4	3	7	3
LAPTM5	0	0	1	0	4	2	7	6	5
MIR4420	0	0	0	0	0	0	0	0	0
AL137027.1	0	0	0	0	0	0	0	0	0
LINC01778	18	14	10	11	8	12	12	9	8
RN7SKP91	0	0	0	0	0	0	0	0	0
AL445235.1	0	0	0	0	0	0	0	0	0
SDC3	7207	6719	7298	7583	8536	7111	13520	10608	9007
RN7SL371P	0	0	0	0	0	0	0	0	0
PUM1	3559	2853	3285	3116	3603	3350	3128	2821	3636
AL356320.2	0	0	0	0	0	0	0	0	0
AL356320.1	0	0	0	0	0	0	0	0	0
SELENOWP1	1	0	0	0	0	0	1	0	0
AC114495.1	0	0	0	0	0	0	0	0	0
NKAIN1	4	6	13	19	21	22	12	14	27
SNRNP40	906	915	1176	1081	1292	1301	774	797	1177
AC114495.2	5	1	1	2	6	0	2	1	2
ZCCHC17	1511	1306	1651	1238	1452	1452	1688	1627	1654
AL451070.1	0	0	0	0	0	0	0	0	0
FABP3	29	35	18	10	9	3	19	27	21
SERINC2	105	77	80	151	195	153	88	79	73
AC209007.1	0	0	0	0	1	0	0	0	0
RNU6-40P	0	0	0	0	0	0	0	0	0
LINC01225	0	0	0	0	0	0	0	0	0
LINC01226	0	0	0	0	0	0	0	0	0
AC114488.1	0	0	0	0	0	0	0	0	0
TINAGL1	4	14	12	0	4	1	2	2	2
HCRTR1	5	7	1	1	3	1	4	0	0
PEF1	1851	1670	1955	1274	1511	1524	1479	1235	1803
AC114488.2	2	1	0	2	2	0	0	1	6
AC114488.3	0	0	0	0	1	0	0	0	1
COL16A1	135	138	221	25	65	42	355	330	318
ADGRB2	2932	2462	2934	1558	1948	1650	3339	2663	2584
MIR4254	0	0	0	0	0	0	0	0	0
AL354919.2	0	0	0	0	0	0	0	0	0
SPOCD1	1591	1963	2439	907	1206	1119	702	900	1136
AL354919.1	1	0	0	0	1	0	0	0	0
AL136115.2	0	0	0	0	0	0	0	0	0
PTP4A2	3288	3170	4190	3051	3378	3664	3419	3452	4546
AL136115.1	0	0	0	0	0	0	0	0	0
AL136115.3	0	0	1	0	0	0	0	0	0
KHDRBS1	2861	2828	3653	3397	4001	4438	3133	3394	5438
AL445248.1	0	0	0	1	0	1	0	0	0
TMEM39B	161	142	214	216	238	249	218	160	255
MIR5585	0	0	0	0	0	0	0	0	0
KPNA6	2179	1862	1935	1754	2130	1832	2165	1921	1999
AL049795.2	0	0	0	0	0	0	0	0	0
TXLNA	1749	1478	1946	1742	2292	2320	1831	1736	2380
CCDC28B	498	415	445	447	472	343	523	417	412
AL049795.1	3	5	1	5	1	6	5	4	5
IQCC	71	122	137	122	126	197	115	123	214
DCDC2B	0	0	0	0	0	0	0	0	0
TMEM234	208	179	189	199	213	176	213	174	221
EIF3I	4613	4476	5647	4322	4897	5318	4522	4134	5402
MTMR9LP	1	3	7	6	8	13	34	24	30
FAM167B	0	0	1	3	3	1	3	3	2
LCK	1	0	1	0	0	1	0	0	0
HDAC1	1034	991	1427	1103	1167	1363	1078	1094	1573
MARCKSL1	12052	10171	9755	10537	13078	10316	14167	12710	12482
AL109945.1	2	0	0	0	0	0	1	0	0
TSSK3	0	3	7	3	2	2	0	1	0
FAM229A	34	23	65	52	56	48	45	44	50
BSDC1	3333	2831	2903	2542	2878	2383	3365	2754	2781
GAPDHP20	0	0	0	0	0	0	0	0	0
AL356986.1	0	0	0	0	0	0	0	0	0
LRRC37A12P	0	0	0	0	0	0	0	0	0
RN7SL122P	0	0	0	0	0	0	0	0	0
AL033529.1	0	0	0	0	0	0	0	0	0
ZBTB8B	30	37	45	22	41	51	37	44	65
ZBTB8A	87	76	126	90	108	136	110	102	148
ZBTB8OS	418	459	615	462	571	651	412	490	709
RBBP4	5725	5478	7435	6269	6429	7654	6390	6541	9630
SYNC	2544	2142	1631	1813	1951	1331	1564	1348	894
AC114489.1	0	0	0	0	0	0	0	0	0
KIAA1522	4179	3543	3243	2711	3113	2291	1638	1479	1197
YARS	2970	2797	6335	4447	3240	7577	2261	2236	8438
S100PBP	873	772	1127	1094	1118	1272	830	892	1501
FNDC5	89	84	37	66	61	34	75	84	58
HPCA	2	6	10	1	2	4	21	10	18
TMEM54	151	141	262	88	110	131	283	249	410
RNF19B	494	419	567	435	491	454	587	468	594
AL031602.1	0	0	0	0	0	0	0	0	0
AL355864.1	0	0	0	0	0	0	0	0	0
AL355864.2	0	0	0	0	0	0	0	0	0
AL020995.1	0	0	0	0	0	0	0	0	0
AK2	1591	1492	2143	2132	2286	2520	1534	1553	2284
AZIN2	92	64	73	104	102	106	108	71	102
AL662907.1	3	4	4	2	2	0	4	2	3
TRIM62	264	199	219	141	203	168	283	237	272
AL662907.2	0	2	2	1	2	2	2	3	0
AL662907.3	0	0	0	0	0	0	0	0	0
ZNF362	1068	924	997	1200	1378	1348	1152	1040	1198
AL513327.3	0	0	2	0	1	0	0	1	4
A3GALT2	0	1	0	1	1	0	0	0	1
AL513327.1	0	0	0	0	1	0	0	0	0
PHC2	4317	3600	4754	4314	5011	4722	5405	4749	6521
